member_id,join_date,join_store,birth_year,gender,tier,phone_hash,email,opt_in_marketing
M000548,2026-03-08,S06,2004,M,一般,d2214ff226efb83b,hung.weiting97@hotmail.com,0
M000549,2025-03-05,S02,1999,M,一般,c059bdba6ca1d534,,1
M000550,2025-09-05,S01,1961,F,銀卡,b2ab535624ff2865,lai.weiting56@yahoo.com.tw,0
M000551,2025-09-19,S04,1988,F,VIP,bdbb9551c93d631b,wu.tsungyen53@icloud.com,1
M000552,2025-02-05,S01,1971,M,一般,c3d13b407fcb92da,chou.polin60@icloud.com,0
M000553,2025-05-10,S04,1969,F,VIP,07df4e5909b9aedd,lin.chiaying76@yahoo.com.tw,1
M000554,2025-01-16,S05,1960,M,一般,f58854a31e5e4337,chiu.hungyu25@gmail.com,1
M000555,2025-08-07,S05,1996,F,銀卡,be68618aeaa63331,chou.tsungyen92@yahoo.com.tw,1
M000556,2025-03-14,S06,1993,F,VIP,b399a5a23cc074ae,cheng.tsungyen60@icloud.com,1
M000557,2026-05-28,S01,1999,M,一般,cf504651e6370aa8,kuo.hsinyi28@icloud.com,0
M000558,2025-01-01,S04,1994,M,一般,95eafd7fa954f4a7,yang.peiyu88@outlook.com,1
M000559,2025-12-24,S01,2004,F,一般,b5e439f0f482d56d,,1
M000560,2025-01-16,S02,1985,F,一般,17a904d2e638f444,kuo.yuchen64@outlook.com,1
M000561,2025-04-04,S04,1993,M,VIP,921be7c90b93ae50,lai.chiahao69@yahoo.com.tw,1
M000562,2025-03-14,S03,2004,F,一般,b3819aebc55de92e,chiang.chiaying13@hotmail.com,1
M000563,2025-03-13,S03,2001,F,一般,c17a579192b3760d,,0
M000564,2025-01-06,S04,1946,F,VIP,a5f57f4cdd078afe,liu.hungyu56@icloud.com,0
M000565,2025-04-28,S05,1976,F,銀卡,359f0683e7842ff2,su.chunhui25@outlook.com,1
M000566,2025-08-28,S05,1959,M,銀卡,4ab73c494d5c86ac,chou.chiaying52@gmail.com,0
M000567,2025-04-20,S01,1978,F,銀卡,1793d1ef2cb44e07,lai.polin19@gmail.com,0
M000568,2025-02-21,S03,,M,一般,e80a7ab420851da5,hsu.shuchen17@gmail.com,1
M000569,2025-07-11,S05,1972,M,VIP,dc8c1befc8303a1f,liu.chengen76@gmail.com,1
M000570,2025-05-08,S03,2001,F,一般,ea061251bbd788ff,chung.meiling60@hotmail.com,1
M000571,2026-03-08,S01,1998,M,一般,315bed8db6fba063,chou.meiling11@hotmail.com,0
M000572,2025-09-24,S04,2004,F,一般,0e61c1c65a921942,chiu.polin67@gmail.com,1
M000573,2025-02-23,S02,2003,F,一般,4ce364b01fe20511,chiu.peichun14@gmail.com,1
M000574,2025-05-04,S01,1972,F,一般,438efc5a241c092f,lu.chiahao37@icloud.com,1
M000575,2025-03-27,S05,1970,F,VIP,41d1dccf0d20fa77,liu.meiling11@yahoo.com.tw,1
M000576,2025-03-02,S06,1996,F,一般,04ad2e0d9a830754,liao.meiling35@outlook.com,1
M000577,2025-04-20,S01,1987,F,銀卡,aae33d61b3412af2,hsieh.polin56@outlook.com,1
M000578,2025-05-22,S02,1986,F,一般,1777fb97f48048bc,huang.yijun06@yahoo.com.tw,0
M000579,2025-03-15,S03,2004,M,一般,25c3b14edc7a0c42,chang.wanju34@outlook.com,0
M000580,2025-11-04,S06,1949,F,一般,6ea87dba0a7357c5,chiu.chunhui65@msa.hinet.net,1
M000581,2025-01-08,S01,1986,M,銀卡,f6ad59789d8518eb,hsu.wanju84@msa.hinet.net,1
M000582,2025-12-29,S99,1998,F,銀卡,ee28460cffaed6b4,lu.peichun09@hotmail.com,1
M000583,2025-02-05,S03,2002,M,一般,7c22f3ecbe67421d,li.yuhsuan33@gmail.com,1
M000584,2025-06-15,S04,1971,F,一般,d6c1a2ee6bad7489,hsu.tzuchi27@icloud.com,1
M000585,2025-05-16,S04,1966,F,銀卡,04f3146482d4fdd0,huang.wanju76@icloud.com,1
M000586,2025-10-09,S04,1987,F,銀卡,6ded83c5f8e677a9,lai.meiling72@yahoo.com.tw,0
M000587,2025-05-08,S03,1970,M,銀卡,822adbb0052ad336,wang.meiling36@msa.hinet.net,1
M000588,2026-02-11,S03,1967,M,一般,c2aca5a873edf9b2,,0
M000589,2025-01-10,S03,2000,F,一般,3a093d307cec1139,lin.hungyu80@yahoo.com.tw,1
M000590,2026-03-03,S05,2005,F,一般,cc9a00e37c2cf3a5,liao.yijun11@msa.hinet.net,0
M000591,2025-04-22,S01,1989,F,銀卡,8d3b30e7f9c56b04,,1
M000592,2025-01-08,S03,1998,F,一般,3451848a0c6b10e2,kuo.kuanting31@outlook.com,1
M000593,2025-08-11,S01,2000,F,一般,c108f993f7f3d898,chou.kuanting13@gmail.com,0
M000594,2025-01-12,S06,1972,F,銀卡,f98cb1b3d55836b1,chiang.chihyuan88@outlook.com,0
M000595,2025-04-17,S05,1952,F,一般,a91f30034ffcd2ed,chung.polin70@hotmail.com,1
M000596,2026-01-22,S05,1952,F,一般,86c2dca0b21de10c,Chung.polin70@hotmail.com,0
M000597,2025-03-25,S03,2008,M,一般,bcef0d9ac37d977d,wang.hungyu11@outlook.com,1
M000598,2025-02-12,S03,,F,一般,ad133d7e1ec86491,,1
M000599,2025-01-25,S05,1946,F,VIP,ef10d32fadf23e48,,0
M000600,2025-08-28,S02,2000,M,銀卡,1c746a1d4130728c,tseng.tzuchi83@outlook.com,0
M000601,2025-10-31,S03,1988,F,一般,f4e49bb185c877e5,chang.polin63@hotmail.com,0
M000602,2025-03-14,S03,2002,F,一般,e496e109efd2844b,cheng.chengen41@hotmail.com,1
M000603,2025-03-11,S99,2000,F,一般,59cecb68098ea734,chung.polin24@yahoo.com.tw,1
M000604,2025-07-06,S05,1965,F,一般,c00cbbc6be795721,,1
M000605,2025-02-06,S05,1952,M,銀卡,fbff349d523d9f10,lin.yuhsuan05@hotmail.com,1
M000606,2025-03-31,S04,1981,F,一般,e5bd3fffaf42a68a,chung.hsinyi06@gmail.com,1
M000607,2025-09-19,S06,1980,M,銀卡,01d7356d34601e78,yeh.chengen84@outlook.com,1
M000608,2025-12-30,S06,1980,M,銀卡,eacce7ca2cf58b01,Yeh.chengen84@outlook.com,0
M000609,2025-01-28,S03,2008,F,一般,2bd650f4d7b13475,chiu.chengen53@yahoo.com.tw,1
M000610,2025-01-06,S03,2008,M,一般,afaf2c9ce1781468,lu.shuchen43@outlook.com,1
M000611,2026-02-01,S06,1977,M,一般,eeffd8d5e8ef097c,yang.chengen60@gmail.com,1
M000612,2025-01-15,S01,1961,F,VIP,7d6907ace5e8b9ea,lu.tzuchi18@hotmail.com,1
M000613,2025-10-15,S03,1993,F,金卡,26551fc52f459fe2,wu.hsinyi08@gmail.com,1
M000614,2025-01-23,S99,,M,銀卡,994be1fdcd815be5,lin.wanju41@gmail.com,1
M000615,2025-04-26,S06,,M,銀卡,7053284d7c83cd3f,,0
M000616,2025-03-01,S03,1999,M,一般,24374acccc9780dd,hsu.meiling89@gmail.com,0
M000617,2025-01-13,S06,2000,M,一般,acbcd40085d7c1f4,huang.yijun98@msa.hinet.net,0
M000618,2025-04-04,S05,1958,F,一般,8d6dacaea33c0aef,yang.hungyu34@outlook.com,1
M000619,2025-11-15,S05,1958,F,一般,b52eb05f2bc72212,Yang.hungyu34@outlook.com,0
M000620,2025-01-27,S03,1990,M,VIP,a5ee52e7800479be,tseng.kuanting65@msa.hinet.net,0
M000621,2025-04-27,S03,1962,F,銀卡,71ac371358006335,yang.yijun57@msa.hinet.net,1
M000622,2025-04-20,S05,1958,F,一般,f0aca1e7afa1f180,yeh.mingchieh40@outlook.com,1
M000623,2025-12-22,S05,1958,F,一般,5dba6437a6b89ddd,Yeh.mingchieh40@outlook.com,0
M000624,2025-03-09,S02,1993,F,金卡,e65c50b8c919c83c,chen.tsungyen79@hotmail.com,0
M000625,2025-05-02,S99,1984,F,一般,2987937ab05e0cfb,su.yating95@msa.hinet.net,0
M000626,2025-03-22,S03,2000,F,一般,b239145e6da8c8a4,kuo.yijun97@yahoo.com.tw,1
M000627,2025-02-06,S05,1956,F,銀卡,7a289bdfd1dd99a9,yeh.tsungyen45@icloud.com,0
M000628,2025-08-07,S05,1944,F,銀卡,d23824b564e4e2b5,,1
M000629,2025-11-29,S01,1985,F,一般,341c6cfddd639e39,lu.yuhsuan01@msa.hinet.net,1
M000630,2025-01-26,S01,,M,一般,ba36f8bac5c481bc,huang.chunhui49@hotmail.com,1
M000631,2025-08-28,S06,1972,F,一般,e90b181d62699e0a,,1
M000632,2025-11-01,S99,1980,F,銀卡,a50a0beba08aef8d,su.polin75@msa.hinet.net,1
M000633,2025-11-27,S06,2004,F,一般,2fa77e79a54ed2bc,cheng.yating43@msa.hinet.net,0
M000634,2025-03-25,S02,1988,F,一般,77ee71101dad089e,chiu.tsungyen22@icloud.com,0
M000635,2025-04-23,S03,,M,銀卡,a3ab5aefcc23b991,,1
M000636,2026-01-14,S03,1968,M,一般,e239c233a2dc7e74,chen.meiling92@outlook.com,1
M000637,2025-01-01,S05,1995,F,一般,1cd5f7c97f00bb21,,0
M000638,2026-02-19,S04,1977,F,一般,5ad069f9f56aff9f,liu.shengwei24@yahoo.com.tw,1
M000639,2025-08-29,S02,2002,M,一般,63d7b00f6df014e9,huang.chihyuan85@outlook.com,1
M000640,2025-05-11,S99,1984,F,銀卡,2c0eec18ac3cbd90,chou.peichun69@hotmail.com,1
M000641,2025-03-08,S02,1970,M,金卡,f0355fc610f040f5,chang.kuanting31@outlook.com,0
M000642,2025-04-04,S99,1971,F,一般,b1b9d0f0a659a396,hsieh.kuanting78@msa.hinet.net,0
M000643,2025-02-01,S05,1949,F,VIP,cf36effc4b4a768b,hsu.peiyu33@msa.hinet.net,0
M000644,2025-01-14,S01,1999,M,銀卡,8f95384ce9360fcd,cheng.hungyu89@msa.hinet.net,1
M000645,2025-10-14,S05,1960,F,銀卡,82d09bfd4b5ad632,lu.mingchieh90@msa.hinet.net,1
M000646,2025-03-21,S03,2000,M,一般,ac05f353f8aeb0f5,hung.peiyu08@msa.hinet.net,1
M000647,2025-09-15,S04,1994,F,金卡,9b6e68ec36c56d1b,lin.shuchen20@outlook.com,1
M000648,2025-03-23,S03,2003,F,一般,f390684548b83c20,chou.wanju83@gmail.com,1
M000649,2025-04-16,S02,1966,F,一般,938699c1f1fc0892,hung.peiyu92@outlook.com,0
M000650,2025-01-04,S02,1988,F,一般,801b782320d0e9f3,chen.tsungyen85@hotmail.com,1
M000651,2025-02-18,S02,1947,F,VIP,0ee08f69956a01f0,chang.wanju19@icloud.com,1
M000652,2026-06-30,S06,1989,M,一般,71ae8813cbee9d35,wang.chiaying10@icloud.com,1
M000653,2025-08-06,S04,1973,F,一般,8a3fa03d2a98e3dc,chen.wanju14@yahoo.com.tw,1
M000654,2025-03-23,S01,1989,F,一般,29088814766d4f7d,wang.chihyuan31@outlook.com,0
M000655,2026-06-05,S01,1981,F,一般,c2f3f47f59932b41,wu.weiting31@icloud.com,0
M000656,2025-06-09,S05,1950,M,一般,ca25bf54e5754fc7,lin.shuchen92@icloud.com,1
M000657,2025-02-10,S04,1998,M,VIP,36c6a1004445d5be,su.wanju24@msa.hinet.net,1
M000658,2025-03-26,S03,2002,F,一般,36a73c30ab4c40b6,,0
M000659,2025-02-04,S99,1988,M,一般,c0202de632b95ec3,,0
M000660,2025-03-25,S03,2002,M,一般,b45af67802006c46,,0
M000661,2025-01-29,S05,1960,F,銀卡,6a7c96576255eec4,hung.polin85@hotmail.com,1
M000662,2025-03-11,S06,,F,一般,ba354d9efb2fd283,su.hsinyi15@outlook.com,0
M000663,2025-06-22,S99,1974,M,一般,6cac6447e7484cbc,chiang.chengen16@gmail.com,1
M000664,2025-03-17,S99,1971,M,金卡,c1a2958d2af297cb,hung.yuchen21@yahoo.com.tw,1
M000665,2025-10-26,S99,1971,M,金卡,632b79c8eddd7939,HUNG.YUCHEN21@YAHOO.COM.TW,0
M000666,2026-03-29,S99,1972,F,一般,840dd59ecede1c57,,1
M000667,2025-05-28,S06,,F,銀卡,502e6201f25c526d,hsu.chunhui80@msa.hinet.net,0
M000668,2025-01-13,S06,2000,M,一般,183457d76855f452,liao.yijun56@icloud.com,1
M000669,2025-03-18,S06,1988,M,一般,945a49ac57e0f45f,tsai.peiyu77@yahoo.com.tw,0
M000670,2025-04-28,S02,1964,F,銀卡,13fbb089ec9317d5,hung.yuhsuan26@msa.hinet.net,0
M000671,2025-05-06,S05,1947,F,一般,1d964de075fc8951,tsai.peiyu53@msa.hinet.net,1
M000672,2025-12-26,S05,1947,F,一般,66c4068520659a5e, tsai.peiyu53@msa.hinet.net ,0
M000673,2025-02-03,S06,1988,F,一般,fbf0adea41c7d25f,chung.wanju13@msa.hinet.net,0
M000674,2025-01-11,S05,1957,F,VIP,af838e36f98b5ac9,yeh.chunhui32@hotmail.com,0
M000675,2026-03-06,S03,1985,F,一般,4631cbb97301be43,lin.polin57@icloud.com,1
M000676,2025-08-18,S99,1985,F,一般,7c50590f983a437f,cheng.polin78@gmail.com,0
M000677,2025-03-12,S03,2007,F,一般,4ce693a54e448621,yang.peiyu94@outlook.com,1
M000678,2026-03-19,S04,1984,M,一般,7611cbf1642df42b,lu.peichun94@icloud.com,0
M000679,2025-10-07,S05,1946,F,一般,ec5ea50f89ce5474,liu.peiyu42@yahoo.com.tw,0
M000680,2026-03-11,S05,1946,F,一般,348ae92df16e8d69, liu.peiyu42@yahoo.com.tw ,1
M000681,2025-12-23,S04,1987,F,一般,89057fe47f585763,tseng.kuanting47@msa.hinet.net,1
M000682,2025-09-20,S01,1993,F,一般,66f19dd1e5397617,liao.kuanting07@hotmail.com,1
M000683,2025-04-19,S01,,F,銀卡,57994bb65b38504d,liao.mingchieh94@gmail.com,1
M000684,2026-02-10,S01,1987,F,一般,b90e99f84397dba2,hung.chihyuan10@msa.hinet.net,1
M000685,2025-02-26,S01,1952,M,VIP,4ceb5e14283e33a1,huang.weiting67@hotmail.com,0
M000686,2026-04-05,S04,1969,M,一般,36e5b6ac3a5f2e65,hung.polin49@outlook.com,1
M000687,2025-02-10,S05,1943,F,銀卡,e54e5c4a110f8d31,li.ruoyu93@hotmail.com,0
M000688,2025-07-14,S03,1983,F,一般,63f4a1b0260fdffc,chiu.polin38@yahoo.com.tw,1
M000689,2025-02-16,S01,1999,F,一般,115406bed92ae9f4,,0
M000690,2026-01-18,S99,1993,M,一般,31c19677e2357068,lin.kuanting99@hotmail.com,1
M000691,2025-02-19,S02,2002,F,一般,f799e6f80641cb4b,chou.tsungyen27@msa.hinet.net,1
M000692,2025-03-29,S05,1947,F,一般,92b474d05628732d,tseng.chiaying45@gmail.com,1
M000693,2025-10-04,S05,1947,F,一般,80eae19cc77944dd, tseng.chiaying45@gmail.com ,0
M000694,2025-09-09,S02,1976,M,一般,2803404e1e14ff9e,wu.shengwei32@yahoo.com.tw,1
M000695,2026-04-27,S03,1971,F,一般,d425aa8eee202dd9,lai.shuchen37@outlook.com,1
M000696,2026-01-06,S04,,F,一般,4d94f128e53e5f3c,chang.yuchen65@outlook.com,1
M000697,2025-04-03,S01,2000,M,一般,a9091a847d7b0a00,yeh.yuhsuan76@gmail.com,1
M000698,2025-09-03,S01,1992,M,一般,ae6eb443debfaca1,tsai.chunhui34@yahoo.com.tw,1
M000699,2025-01-24,S02,,F,一般,1523d55374b4ad81,liao.weiting98@yahoo.com.tw,1
M000700,2025-04-09,S99,1986,M,一般,780625fa38f53f13,li.peiyu76@outlook.com,0
M000701,2025-10-24,S03,1987,F,銀卡,1c556a639fa8f6d8,hsieh.tsungyen99@msa.hinet.net,0
M000702,2025-05-21,S05,1947,F,銀卡,8584418f96e0b1bc,hung.hsinyi15@outlook.com,1
M000703,2026-02-24,S04,1975,F,一般,5bc250395ed6342c,wu.mingchieh71@hotmail.com,1
M000704,2025-09-28,S05,1949,F,一般,35aa1ee49c51e7da,lai.hsinyi05@yahoo.com.tw,1
M000705,2025-03-23,S02,1998,F,一般,8d54536794aa0434,hsieh.yijun81@yahoo.com.tw,1
M000706,2025-04-13,S01,2004,F,一般,0ea53787dcbddb24,su.hsinyi09@gmail.com,0
M000707,2025-11-25,S01,2003,F,一般,5b7ccda967d6f42e,hsu.meiling73@msa.hinet.net,1
M000708,2025-02-22,S06,1986,M,一般,cae9abee5ffb9325,hung.tsungyen35@gmail.com,1
M000709,2025-01-30,S05,1953,F,VIP,44bb3fd201f2016d,liao.kuanting47@msa.hinet.net,1
M000710,2025-08-05,S04,1995,F,VIP,50f5360e4fbcb991,lu.peichun41@msa.hinet.net,0
M000711,2026-01-14,S01,1995,F,一般,f3c60746859c634f,lin.meiling39@yahoo.com.tw,1
M000712,2025-07-19,S99,2000,F,一般,05d07170ba3f896e,hung.hsinyi84@msa.hinet.net,0
M000713,2025-11-25,S01,1991,F,一般,40f9362aa686d191,hsieh.peiyu73@icloud.com,0
M000714,2026-03-20,S06,1981,F,一般,b13a50bc20737301,tseng.chiahao29@outlook.com,1
M000715,2025-10-05,S06,1990,M,銀卡,d408a6df08d919e3,chang.polin84@msa.hinet.net,1
M000716,2025-04-27,S03,1960,M,銀卡,e0002bc25a915f28,lai.chiaying93@yahoo.com.tw,0
M000717,2025-01-04,S03,2007,F,銀卡,beb5c3dd2764b00a,su.wanju64@gmail.com,1
M000718,2025-01-05,S04,1976,F,銀卡,0f52e4afdd4b57d2,li.yating12@outlook.com,1
M000719,2025-01-18,S04,1968,F,VIP,9ea1c626ef80324f,tsai.tsungyen35@hotmail.com,0
M000720,2025-06-17,S01,1993,F,一般,89fdab8f0135dbc1,,1
M000721,2025-01-30,S03,2004,M,一般,0c16cf21d28aa4dc,wang.tzuchi28@hotmail.com,0
M000722,2025-01-11,S05,1957,F,銀卡,bd619b4abc2865fe,hung.ruoyu49@gmail.com,0
M000723,2025-01-09,S01,1981,F,銀卡,655f2b41339432d7,huang.hsinyi34@gmail.com,1
M000724,2025-05-10,S99,1990,M,一般,fd94cc2d6d23de63,chang.tzuchi86@hotmail.com,1
M000725,2025-03-25,S06,1994,M,一般,2c5605749041e450,,1
M000726,2025-04-18,S02,1958,M,銀卡,cdfe2d778f236199,lu.hungyu63@icloud.com,1
M000727,2026-01-10,S01,1971,F,銀卡,d209ac8eda43d832,liu.weiting02@gmail.com,0
M000728,2025-01-16,S03,2000,F,一般,1a9d61c882c217a4,,1
M000729,2026-05-13,S01,,M,一般,ca69fd01b06d1007,chang.polin04@gmail.com,1
M000730,2026-05-23,S06,1994,M,一般,c5aa4c6daa3b73de,li.mingchieh69@outlook.com,1
M000731,2025-06-26,S02,1968,F,銀卡,af88f19f3e19e76a,lin.ruoyu33@yahoo.com.tw,1
M000732,2025-08-12,S02,1968,F,一般,224af1e721db0055, lin.ruoyu33@yahoo.com.tw ,0
M000733,2026-05-13,S01,1994,M,一般,e775a17fc0665333,chiu.peiyu35@gmail.com,1
M000734,2025-12-23,S01,1989,M,一般,b26e54519daba314,wu.polin73@hotmail.com,0
M000735,2025-04-23,S04,1979,F,銀卡,e4bfcfde3dafabcf,cheng.chengen02@yahoo.com.tw,1
M000736,2025-03-09,S03,2007,F,一般,0f3d8636d16853b8,hsieh.yuchen87@yahoo.com.tw,1
M000737,2025-01-18,S99,1988,M,一般,072ee43ba2582723,li.peichun81@outlook.com,1
M000738,2025-03-30,S02,2000,F,一般,22ad1eda078c6470,chiu.peiyu94@outlook.com,1
M000739,2025-09-11,S04,1994,F,銀卡,b8fba8b9f9718794,lu.chengen99@msa.hinet.net,1
M000740,2026-04-15,S04,1994,F,一般,c33deb00341acbaa,LU.CHENGEN99@MSA.HINET.NET,0
M000741,2025-10-31,S06,1963,M,一般,6de96afb6e775f9e,,1
M000742,2025-01-03,S99,1965,F,銀卡,441a14c0573ef38a,chou.tzuchi54@yahoo.com.tw,1
M000743,2025-01-17,S01,1986,F,銀卡,c245f384126d13d3,hung.yating49@icloud.com,1
M000744,2025-02-25,S02,1990,F,一般,9f91e5f76f146e3e,,1
M000745,2025-10-19,S05,1954,F,一般,d908f1552185f6fc,chiu.polin42@hotmail.com,1
M000746,2025-02-07,S01,1975,M,金卡,6cffbeebd9f71be0,liu.hungyu82@gmail.com,1
M000747,2025-11-29,S06,1991,F,一般,c8fd7d02af65c0c1,lu.chiahao60@gmail.com,0
M000748,2025-03-01,S03,2002,M,一般,c0549a5516becc9c,chiu.meiling65@yahoo.com.tw,1
M000749,2025-12-30,S05,1971,M,一般,42a1fcaa12a818c4,,1
M000750,2025-02-27,S06,2003,F,一般,53fa946a86565639,tsai.chihyuan36@outlook.com,1
M000751,2026-03-27,S05,,M,一般,412931ab2c6ade11,hsu.yijun64@msa.hinet.net,0
M000752,2025-01-04,S04,1997,F,VIP,7e81855057eb31b4,chou.shuchen46@yahoo.com.tw,0
M000753,2025-09-20,S06,1959,M,一般,5d597ece86395985,li.chengen84@icloud.com,0
M000754,2025-04-28,S01,1978,F,銀卡,63f998a00abdddc1,chiu.tsungyen54@yahoo.com.tw,1
M000755,2025-04-24,S01,1976,M,銀卡,77b1bf56775ee160,,1
M000756,2026-03-24,S04,1999,F,一般,d4b4c3652d37630c,hsu.polin83@hotmail.com,1
M000757,2025-03-05,S03,2000,M,一般,69f66b668b8d5972,su.chunhui91@gmail.com,1
M000758,2025-03-24,S06,2001,F,一般,803623da47ac47fe,huang.chengen03@msa.hinet.net,1
M000759,2026-01-09,S05,,F,一般,6fa741dc592fa982,lai.yijun29@msa.hinet.net,1
M000760,2026-05-27,S99,1990,M,一般,3d537f60b9209bad,chiang.yijun18@hotmail.com,1
M000761,2025-07-20,S06,1982,F,一般,e26d6bc78bf2a62e,yang.yijun62@msa.hinet.net,1
M000762,2026-05-08,S99,2001,M,一般,61e416007dd80dc9,,1
M000763,2025-11-30,S01,1999,F,一般,02202949ff29a16c,,0
M000764,2025-07-09,S99,1977,F,一般,65e901b987d2447e,cheng.chiaying45@yahoo.com.tw,0
M000765,2025-05-13,S03,1969,F,銀卡,0d1ba1d64117e05f,liu.tsungyen29@gmail.com,1
M000766,2025-06-18,S06,1977,F,一般,1526b961f30fda90,wu.ruoyu65@yahoo.com.tw,1
M000767,2025-02-13,S06,1991,F,一般,3456fd2ae6adc66a,wu.polin60@icloud.com,0
M000768,2026-05-26,S01,1996,F,一般,61bd2775def983f7,liao.shengwei33@msa.hinet.net,1
M000769,2025-03-21,S04,1994,M,VIP,8b29edc27f8f7abc,wang.chengen65@msa.hinet.net,1
M000770,2026-05-08,S01,1980,M,一般,523018ae065fb267,kuo.mingchieh61@msa.hinet.net,1
M000771,2025-01-20,S04,,F,一般,0e79921c983f40c0,,0
M000772,2025-02-21,S03,1972,F,VIP,73d1bce0a7d2f09f,liao.wanju08@gmail.com,0
M000773,2025-01-19,S01,1988,M,一般,fe1b8f71c1a0f97c,wu.peichun87@yahoo.com.tw,1
M000774,2025-03-11,S99,1992,F,一般,b92ccf259463c39b,lin.meiling57@icloud.com,0
M000775,2025-08-26,S99,1985,M,一般,06b4a63d74edf372,chung.peichun04@icloud.com,1
M000776,2025-03-17,S05,1988,F,一般,3e730847dae04ad7,chou.shuchen54@yahoo.com.tw,0
M000777,2025-06-10,S04,2001,F,VIP,7a891ddd9a270a6d,cheng.yijun61@outlook.com,0
M000778,2025-05-25,S04,1970,F,VIP,2470cdb26e7e1ae6,lin.peiyu64@hotmail.com,1
M000779,2025-03-17,S03,2002,F,一般,1223da5d344a8e35,lai.yuchen39@hotmail.com,1
M000780,2025-12-02,S01,1974,F,一般,a61e36f646a6e7e7,hsu.chunhui47@outlook.com,1
M000781,2025-04-13,S01,1960,F,金卡,5c6acfdcbd6c52a3,li.peichun96@msa.hinet.net,1
M000782,2025-02-27,S04,1988,F,一般,04bdcff7152b10a2,yang.hungyu89@icloud.com,1
M000783,2025-06-02,S99,1975,F,一般,dd5f83610cea5e99,,1
M000784,2025-04-05,S01,1961,M,銀卡,9004050dc35233da,su.hsinyi57@gmail.com,1
M000785,2025-02-19,S05,1979,F,一般,70821186a1b41da8,,1
M000786,2025-02-26,S03,1999,M,一般,fb9166e2fd9caab1,wang.kuanting25@yahoo.com.tw,0
M000787,2025-12-10,S99,1999,F,一般,d012f9c9112f080d,,1
M000788,2025-03-13,S99,1982,F,一般,a9ea2c30c052bd93,kuo.hungyu94@yahoo.com.tw,0
M000789,2025-02-22,S01,1968,F,銀卡,afae7c200d9a265d,chen.weiting97@gmail.com,0
M000790,2026-05-06,S02,1981,F,一般,911da690e860ee2f,yang.peichun91@gmail.com,1
M000791,2026-05-21,S99,1977,F,一般,bf928a6a1d0d69e1,chung.chiaying48@hotmail.com,1
M000792,2026-02-20,S04,1981,M,一般,84585e7339634919,,0
M000793,2025-09-21,S02,1989,M,一般,bee77f59a5c33e07,yeh.chihyuan09@icloud.com,0
M000794,2026-04-13,S99,1981,F,一般,18d88bffc96fbb12,,0
M000795,2025-02-02,S01,1974,F,銀卡,b9dfaadb555a8a25,yeh.ruoyu91@yahoo.com.tw,1
M000796,2025-12-10,S01,1984,M,一般,06769f4bd88ba302,wu.meiling79@icloud.com,1
M000797,2025-01-31,S99,2004,M,一般,8b5854e128fa89d0,,0
M000798,2025-02-10,S01,1977,M,金卡,98cb761437a07991,lu.mingchieh88@yahoo.com.tw,1
M000799,2025-02-18,S03,2002,F,一般,983f7635dc3dc72e,hsieh.chunhui79@yahoo.com.tw,1
M000800,2026-04-02,S99,1984,M,一般,ffd5d791d76d1bf9,liu.shuchen76@msa.hinet.net,1
M000801,2025-12-22,S02,1980,F,一般,e2150f2e9d2a40d5,hsu.hungyu20@yahoo.com.tw,1
M000802,2025-04-21,S01,1966,M,銀卡,20050cbc1abcb9fa,wu.meiling44@icloud.com,0
M000803,2025-04-21,S04,1999,M,銀卡,2f9d932b67b907bf,,0
M000804,2025-03-30,S03,2006,M,一般,d9d24ee64fab16d5,lin.chiaying33@gmail.com,1
M000805,2025-02-19,S02,1990,F,一般,f879acfda8d865a8,lu.tzuchi01@gmail.com,1
M000806,2025-01-23,S02,1989,M,一般,e3c2afed60e961b2,,1
M000807,2025-08-25,S99,,M,一般,6baf5d008522147b,chou.shengwei69@yahoo.com.tw,0
M000808,2025-07-23,S03,1986,F,VIP,366ede79e2f4b291,hsieh.yuhsuan22@gmail.com,1
M000809,2025-01-20,S99,1990,F,一般,0ad9c7e5c0059741,cheng.ruoyu36@msa.hinet.net,0
M000810,2025-02-17,S06,1998,F,一般,bb546793383a0c16,kuo.chiaying64@outlook.com,1
M000811,2025-03-15,S02,2003,M,一般,96ead463437a4c47,hsu.kuanting30@msa.hinet.net,1
M000812,2025-01-28,S99,2003,F,一般,0cb94fdb6619177e,chang.hungyu85@yahoo.com.tw,1
M000813,2025-09-07,S01,1973,F,一般,d9a459a35a1eb79d,chiang.wanju19@icloud.com,1
M000814,2025-04-26,S01,1969,M,銀卡,9ab02ce14f1d7bb5,kuo.yuhsuan67@yahoo.com.tw,1
M000815,2025-08-30,S05,1960,F,銀卡,6707f5e378930da2,tsai.kuanting17@icloud.com,1
M000816,2025-12-30,S03,1982,F,一般,d63f24079c4f6514,huang.wanju62@yahoo.com.tw,1
M000817,2025-09-06,S05,1971,F,一般,4970f0ef5ea94157,lai.chunhui92@outlook.com,1
M000818,2026-02-21,S04,1982,F,一般,4d5f436d84b6f704,cheng.shuchen19@hotmail.com,0
M000819,2025-05-23,S01,1963,F,VIP,f9145e8a67e9fb58,su.shengwei37@icloud.com,1
M000820,2025-04-23,S04,1982,F,銀卡,d0b7c0ededfbbcaf,hsu.chiahao99@outlook.com,0
M000821,2025-02-07,S99,2002,F,一般,324bd23ef54f2487,lai.peiyu99@msa.hinet.net,1
M000822,2025-01-11,S05,1989,M,一般,9a651f3a06c36a16,liao.chengen21@outlook.com,1
